addresses,projects,name,protocol
"['0xf7d31825946e7fd99ef07212d34b9dad84c396b7', '0xefb47fcfcad4f96c83d4ca676842fb03ef20a477', '0x9813037ee2218799597d83d4a5b6f3b6778218d9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x703ad4b9434850c2b275cd874d60359b656fd63e']","[{'id': 'shibaswap'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x60594a405d53811d3bc4766596efd80fd545a270', '0x0a59649758aa4d66e25f08dd01271e891fe52199', '0x0000000000000000000000000000003120f98ad9', '0xc7b548ad9cf38721810246c079b2d8083aba8909', '0x1111111254fb6c44bac0bed2854e76f90643097d', '0x000000000000000000002caeb121ce89ca8a9000', '0x5ef30b9986345249bc32d8928b7ee64de9435e39', '0x0000000000000000000000000000000000000040', '0x9759a6ac90977b93b58547b4a71c78317f391a28', '0x6ca507d988c642f7edbf299647097c0657445249', '0xa950524441892a31ebddf91d3ceefa04bf454466', '0xdac17f958d2ee523a2206206994597c13d831ec7', '0x000000000000000000004a0d528c2425277e6354', '0x0000000000000000000000000000000000000000', '0xd8c5af17f7e2a629da13f534f1ef8452695f00e5', '0x4a1249e419d09f64130cbb426f37facab261b9e2', '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640', '0x00000000000000000000000000000000000072bb', '0x11b815efb8f581194ae79006d24e0d814b7697f6', '0x35d1b3f3d7966a1dfe207aa4514c12a259a0492b', '0xb5eb8cb6ced6b6f8e13bcd502fb489db4a726c7b', '0xf2f400c138f9fb900576263af0bc7fcde2b1b8a8', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x6b175474e89094c44da98b954eedeac495271d0f', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7', '0x08638ef1a205be6762a8b935f5da9b700cf7322c', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0x2a49eae5cca3f050ebec729cf90cc910fadaf7a2', '0x89b78cfa322f6c5de0abceecab66aee45393cc5a', '0x1eb4cf3a948e7d72a198fe073ccb8c7a948cd853', '0x4e68ccd3e89f51c3074ca5072bbac773960dfa36', '0x0000000000000000000000192ddc4982f2aa07ff']","[{'id': 'tether'}, {'id': 'makermcd'}, {'id': 'uniswap_v3'}, {'id': 'makermcd'}, {'id': 'uniswap_v3'}, {'id': 'coinbase'}, {'id': 'gnosis_safe'}, {'id': 'curvefi'}, {'id': 'makermcd'}, {'id': 'uniswap_v3'}, {'id': 'makermcd'}, {'id': 'zeroex'}, {'id': 'uniswap_v3'}, {'id': 'makermcd'}]",Flashloan detected,ethereum
"['0x00000000000000000000218bfabe39926b017000', '0x0000000000000000000000000000000000000040', '0x89b78cfa322f6c5de0abceecab66aee45393cc5a', '0x0000000000000000000011aeb15238a37ffdb05a', '0x0a59649758aa4d66e25f08dd01271e891fe52199', '0xf537a72b36414fb55bad7b3cb744ceefbcc00a06', '0x1111111254fb6c44bac0bed2854e76f90643097d', '0x0000000000000000000000000000000000000000', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0x99cc212805197e4ea360dab5a77eb553b8c9b4c1', '0x00000000000000000000000000000024e29551e7', '0x2f0b23f53734252bda2277357e97e1517d6b042a', '0xf2f400c138f9fb900576263af0bc7fcde2b1b8a8', '0x2a49eae5cca3f050ebec729cf90cc910fadaf7a2', '0x5ef30b9986345249bc32d8928b7ee64de9435e39', '0x35d1b3f3d7966a1dfe207aa4514c12a259a0492b', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x00000000000000000000000000000000000072b5', '0x6b175474e89094c44da98b954eedeac495271d0f', '0xc8b33fcde861f3216feac65faf6cb18418ef39ed', '0xa950524441892a31ebddf91d3ceefa04bf454466', '0xc7b548ad9cf38721810246c079b2d8083aba8909', '0x1eb4cf3a948e7d72a198fe073ccb8c7a948cd853', '0x9759a6ac90977b93b58547b4a71c78317f391a28', '0x000000000000000000000005993249cbc4218298', '0xb5eb8cb6ced6b6f8e13bcd502fb489db4a726c7b']","[{'id': 'makermcd'}, {'id': 'makermcd'}, {'id': 'uniswap_v3'}, {'id': 'makermcd'}, {'id': 'coinbase'}, {'id': 'gnosis_safe'}, {'id': 'makermcd'}, {'id': 'makermcd'}, {'id': 'zeroex'}, {'id': 'makermcd'}]",Flashloan detected,ethereum
"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x236b0d86af08e4e821d8baba975e3456a2286796', '0x4dbe0898bb125a5fa7afd2b7c0c6f54743fdf808', '0x3f876fc829f45cd35c98f1c68ae2b49fe35db492', '0x7ae0d42f23c33338de15bfa89c7405c068d9dc0a']","[{'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x4dbe0898bb125a5fa7afd2b7c0c6f54743fdf808', '0x3f876fc829f45cd35c98f1c68ae2b49fe35db492', '0x7ae0d42f23c33338de15bfa89c7405c068d9dc0a', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x236b0d86af08e4e821d8baba975e3456a2286796']","[{'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x5b8df3131d65beb140a2700f06b78f99d0918697', '0x3cc36e0c66833b4458ac326c5a21cb4fe51fc3bb', '0x4c5057d1cc3642e9c3ac644133d88a20127fbd67', '0x0f4676178b5c53ae0a655f1b19a96387e4b8b5f2', '0xf459b83f676467e55ed557a45b1e64569450f051', '0xe7db74f559fd9e0be11a5f667c66616540878d5c', '0x00000000006c3852cbef3e08e8df289169ede581', '0x0000a26b00c1f0df003000390027140000faa719', '0xd0d89d8d009ae5602816a75b7b6ba8ed88a17b25', '0xd7b5ad0a361cd05965c1e0f4f2f1d8005ed8c10e', '0x0000000000000000000000000000000000000000', '0x004c00500000ad104d7dbd00e3ae0a5c00560c00', '0x0000000000000000000000000000000000001ac8', '0x19719e2aa3a47cb0080d7ba10ac3f9651ccd2a7c', '0x8e0a74271e98802a65c71d10c650adbfc6ad45cc', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x375ea781c49eafedde07afe6196f885761f166ae', '0x1e0049783f008a0085193e00003d00cd54003c71']","[{'id': 'nft20'}, {'id': 'zeroex'}, {'id': 'uniswap_v2'}]",Flashloan detected,ethereum
"['0xfda2d4ea96ae4c6c21b34ec4e607576163a55ec0', '0xc90b47731f9cd4db0df36c1e59fdca1fe9806475', '0xaddc3e67a500f7037cd622b11df291a6351bfb64', '0x612447e8d0bdb922059ce048bb5a7cef9e017812', '0xe7d5d6b7d3a3c70174d6b567697287a3322c4789', '0x004c00500000ad104d7dbd00e3ae0a5c00560c00', '0x11e3f6c1c5b751f2bf2cabc7d48e6a5af9119f43', '0x013cf78239144abcf06bbd56d3d190c65d7f9635', '0x1e0049783f008a0085193e00003d00cd54003c71', '0xe0fbc366b704d0fcbcd752bfdded8382e93700b9', '0x595a8974c1473717c4b5d456350cd594d9bda687', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x0000000000000000000000000000000000000000', '0x0000000000000000000000000000000000002aa4', '0x00c4a73f10b05228c64e971cf81ae84426a64780', '0x0ef372b6a2f8bb030760261b858b6c50e92d1680', '0x8dceab1d2aa148b5bee81b71b774870290c3753b', '0x0000a26b00c1f0df003000390027140000faa719', '0x688c3e4658b5367da06fd629e41879beab538e37', '0x3e135c3e981fae3383a5ae0d323860a34cfab893', '0x6a43ad6e7e21d489b4f4ac27c7091969050180c8', '0xfd8a76dc204e461db5da4f38687adc9cc5ae4a86', '0x00000000006c3852cbef3e08e8df289169ede581', '0xe7db74f559fd9e0be11a5f667c66616540878d5c', '0x19719e2aa3a47cb0080d7ba10ac3f9651ccd2a7c', '0xbe86f647b167567525ccaafcd6f881f1ee558216']","[{'id': 'nftx_v2'}, {'id': 'zeroex'}, {'id': 'nftx_v2'}]",Flashloan detected,ethereum
"['0x8c82d963eb282cb7a751e551e3997ba66c2c8237', '0x0000000000000000000005b96ae8b97e7e8999d9', '0x000000000000000000000001927cdb5d7021566b', '0xe592427a0aece92de3edee1f18e0157c05861564', '0x6b175474e89094c44da98b954eedeac495271d0f', '0x2f0b23f53734252bda2277357e97e1517d6b042a', '0xd49f1207cd2ff45b684c4e96f90e605331482d2d', '0x287778f121f134c66212fb16c9b53ec991d32f5b', '0xa704fbbe2f7ea8ef45a8280f6bf96939ebc73252', '0x4ba1f38427b33b8ab7bb0490200dae1f1c36823f', '0x5dcf600c35ae2752a8a11eb7c489ef3d93126fb4', '0xce7a977cac4a481bc84ac06b2da0df614e621cf3', '0x0000000000000000000000000000000000000000', '0xadd41b4ec5dd38c73034b11f68830ad84c6a33bf', '0x9759a6ac90977b93b58547b4a71c78317f391a28', '0x86aaa8dc9dbca77d458bf5fba3cc4b6603015c29', '0x39c4a92dc506300c3ea4c67ca4ca611102ee6f2a', '0x4638a7ebe75b911b995d0ec73a81e4f85f41f24e', '0x1b14e8d511c9a4395425314f849bd737baf8208f', '0xd75a9019a2a1782ea670e4f4a55f04b43514ed53', '0x60594a405d53811d3bc4766596efd80fd545a270', '0x0000000000000000000005b9906c7c47081fe2ff', '0x44a6999ec971cfca458aff25a808f272f6d492a2', '0xe822d76c2632fc52f3eaa686bda9cea3212579d8', '0x1d6dedb49af91a11b5c5f34954fd3e8cc4f03a86', '0x6467e807db1e71b9ef04e0e3afb962e4b0900b2b', '0x35d1b3f3d7966a1dfe207aa4514c12a259a0492b', '0x25dd3f51e0c3c3ff164ddc02a8e4d65bb9cbb12d', '0x5612e490c9549486df16b34ebfd0e8b6cf6a1717', '0x0000000000000000000000000000000000006a66', '0x0000000000000000000000000000000000000040', '0x2415697d525d0d95f5b070f91059d4aee6138989', '0x7157e835f82bde56882b8920df0f91e587865d4e', '0xdb6c8cfdd7c1c0f8895cdbc01dbf4a6d4b6d2a29', '0x5ef30b9986345249bc32d8928b7ee64de9435e39', '0x60744434d6339a6b27d73d9eda62b6f66a0a04fa', '0xb744474bdd7226736aca4ba87593e32d8315e5c9', '0x22f9dcf4647084d6c31b2765f6910cd85c178c18', '0xe68aed979af6f85516ff485d098804c0f9ed9a5b', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xdef1c0ded9bec7f1a1670819833240f027b25eff']","[{'id': 'makermcd'}, {'id': 'makermcd'}, {'id': 'makermcd'}, {'id': 'zeroex_v3'}, {'id': 'makermcd'}, {'id': 'uniswap_v3'}, {'id': 'zeroex'}, {'id': 'uniswap_v3'}, {'id': 'makermcd'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x4dbe0898bb125a5fa7afd2b7c0c6f54743fdf808', '0x3f876fc829f45cd35c98f1c68ae2b49fe35db492', '0x7ae0d42f23c33338de15bfa89c7405c068d9dc0a', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x236b0d86af08e4e821d8baba975e3456a2286796']","[{'id': 'zeroex'}, {'id': 'uniswap_v2'}]",Flashloan detected,ethereum
"['0x4dbe0898bb125a5fa7afd2b7c0c6f54743fdf808', '0x7ae0d42f23c33338de15bfa89c7405c068d9dc0a', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x236b0d86af08e4e821d8baba975e3456a2286796', '0x3f876fc829f45cd35c98f1c68ae2b49fe35db492']","[{'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x5b8df3131d65beb140a2700f06b78f99d0918697', '0x4c5057d1cc3642e9c3ac644133d88a20127fbd67', '0x02346c6d7dcdcbfa511eb72bf61f7545f7bd2527', '0x0000a26b00c1f0df003000390027140000faa719', '0x004c00500000ad104d7dbd00e3ae0a5c00560c00', '0x65bbc17b7033167c6bbdbb7a9bf117159f6b75a3', '0x0000000000000000000000000000000000001aba', '0x00000000006c3852cbef3e08e8df289169ede581', '0xd21a23606d2746f086f6528cd6873bad3307b903', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x1e0049783f008a0085193e00003d00cd54003c71', '0x0f4676178b5c53ae0a655f1b19a96387e4b8b5f2', '0x19719e2aa3a47cb0080d7ba10ac3f9651ccd2a7c', '0x5d98030ee646e6b3f25425c31c038310696616ea', '0xd0d89d8d009ae5602816a75b7b6ba8ed88a17b25', '0x0000000000000000000000000000000000000000', '0xe7db74f559fd9e0be11a5f667c66616540878d5c', '0x0000000000000000000000000000000000001649', '0x0000000000000000000000000000000000001ab8', '0x25ec62e26f38e70fe6a77732cadb274761089b60']","[{'id': 'nft20'}, {'id': 'sewer_rat_social_club'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x4dbe0898bb125a5fa7afd2b7c0c6f54743fdf808', '0x3f876fc829f45cd35c98f1c68ae2b49fe35db492', '0x7ae0d42f23c33338de15bfa89c7405c068d9dc0a', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x236b0d86af08e4e821d8baba975e3456a2286796']","[{'id': 'zeroex'}, {'id': 'uniswap_v2'}]",Flashloan detected,ethereum
"['0x62f22a47e5d2f8b71cc44fd85863753618312f67', '0x0652687e87a4b8b5370b05bc298ff00d205d9b5f', '0xe0ad1806fd3e7edf6ff52fdb822432e847411033', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0xf27874f53038855afda1ff6049b000e598f900cb']","[{'id': 'uniswap_v2'}, {'id': 'sushi'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xdef1c0ded9bec7f1a1670819833240f027b25eff', '0x4c5c2dd90634ec51d2a912314ccf8ab7046291c9', '0x1fcc3e6f76f7a96cd2b9d09f1d3c041ca1403c57', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0x8bbae6de836155f1ff5b6bc5026bcf0d6927e5b1', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0x3aada3e213abf8529606924d8d1c55cbdc70bf74', '0x00000000000e1d0dabf7b7c7b68866fc940d0db8', '0xd3ca35355106cb8bc5fd7c534275509673319d83', '0x4bacaaabe3e96959ddf3269d3092d5cea88fefe9']","[{'id': 'coinbase'}, {'id': 'zeroex'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xabf181b7db0eaa8d51fd253e955b4f69844b98a8', '0xdfc3829b127761a3218bfcee7fc92e1232c9d116', '0x000000000036c4a8bc37321e9cd4f09412b2325a', '0x0000000000fd699f5f8bc494b69bc5c47433b4eb', '0x3867877d568b1699a7fd7d6190d0926aa88c4b86']","[{'id': 'zeroex'}, {'id': 'sushi'}]",Flashloan detected,ethereum
"['0xe12a2a0fb3fb5089a498386a734df7060c1693b8', '0x17484a7e1f2b23b0876369c9009459499c61abfd', '0xafea43cb019c70b657585ee55a32002388e8d04f', '0x0000a26b00c1f0df003000390027140000faa719', '0x0f4676178b5c53ae0a655f1b19a96387e4b8b5f2', '0x0000000000000000000000000000000000000e46', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x19719e2aa3a47cb0080d7ba10ac3f9651ccd2a7c', '0xd0d89d8d009ae5602816a75b7b6ba8ed88a17b25', '0x5b8df3131d65beb140a2700f06b78f99d0918697', '0x0000000000000000000000000000000000000283', '0x84fb708b4e974ba95861dee9c0121fa12d3b87c2', '0xe7db74f559fd9e0be11a5f667c66616540878d5c', '0x9e37956b39fa75d95ea822de7311b02413496354', '0x004c00500000ad104d7dbd00e3ae0a5c00560c00', '0x10ab9b4ceb4e8fa3240d0b8095b6b03053ea560e', '0x4c5057d1cc3642e9c3ac644133d88a20127fbd67', '0x0000000000000000000000000000000000000000', '0x00000000006c3852cbef3e08e8df289169ede581', '0x1e0049783f008a0085193e00003d00cd54003c71']","[{'id': 'uniswap_v2'}, {'id': 'zeroex'}, {'id': 'nft20'}]",Flashloan detected,ethereum
"['0x6b175474e89094c44da98b954eedeac495271d0f', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xc08550a4cc5333f40e593ecc4c4724808085d304', '0x0000000000000000000000000000000000000000', '0xa85461afc2deec01bda23b5cd267d51f765fba10', '0x6ce6d6d40a4c4088309293b0582372a2e6bb632e', '0xecb456ea5365865ebab8a2661b0c503410e9b347', '0xdf55670e27be5cde7228dd0a6849181891c9eba1', '0xce88686553686da562ce7cea497ce749da109f9f', '0xc2a54f74ebbbba5ed92d6a0b5dcb0b0ffb96f36e', '0x8faf958e36c6970497386118030e6297fff8d275', '0x3211c6cbef1429da3d0d58494938299c92ad5860', '0xf18056bbd320e96a48e3fbf8bc061322531aac99', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640', '0x443dff63c2634ac5ef5aa5bfbd194a503c734de4', '0xd6a309f49cf79542cea91df7b334eb4bd29aa0d7', '0xba12222222228d8ba445958a75a0704d566bf2c8', '0x5777d92f208679db4b9778590fa3cab3ac9e2168', '0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6']","[{'id': 'uniswap_v3'}, {'id': 'coinbase'}, {'id': 'makermcd'}, {'id': 'balancer_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x236b0d86af08e4e821d8baba975e3456a2286796', '0x4dbe0898bb125a5fa7afd2b7c0c6f54743fdf808', '0x3f876fc829f45cd35c98f1c68ae2b49fe35db492', '0x7ae0d42f23c33338de15bfa89c7405c068d9dc0a', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']","[{'id': 'zeroex'}, {'id': 'uniswap_v2'}]",Flashloan detected,ethereum
"['0x7ae0d42f23c33338de15bfa89c7405c068d9dc0a', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x236b0d86af08e4e821d8baba975e3456a2286796', '0x4dbe0898bb125a5fa7afd2b7c0c6f54743fdf808', '0x3f876fc829f45cd35c98f1c68ae2b49fe35db492']","[{'id': 'zeroex'}, {'id': 'uniswap_v2'}]",Flashloan detected,ethereum
"['0x473037de59cf9484632f4a27b509cfe8d4a31404', '0x000000000036c4a8bc37321e9cd4f09412b2325a', '0x0000000000fd699f5f8bc494b69bc5c47433b4eb', '0x770cbfff3c47134a878d513921ac59a1fd24e514', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0xf6b6d608e8aad7a40597f280aa5206fceb0b9364']",[{'id': 'coinbase'}],Flashloan detected,ethereum
"['0x71852e888a601c9bbb6f48172a9bfbd8010aa810', '0xba71b56fd0b590ed2a6992ed57a34c1391940513', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xc08550a4cc5333f40e593ecc4c4724808085d304', '0x5b692073f141c31384fae55856cfb6cbffe91e60', '0x54c8ecf46a81496eeb0608bd3353388b5d7a2a33', '0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5', '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0xfafdf0c4c1cb09d430bf88c75d88bb46dae09967', '0xb792faf099991f96c5dfef037ae9f248186d9b30', '0xa85461afc2deec01bda23b5cd267d51f765fba10']","[{'id': 'uniswap_v3'}, {'id': 'coinbase'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x1c9922314ed1415c95b9fd453c3818fd41867d0b', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x7f74aa111ed806e012c80e8d73db2c4e1ef81c87', '0x25647e01bd0967c1b9599fa3521939871d1d0888', '0xb8a52f6403fb94dc8325511d8bdfc7c77c0fc3b8', '0x4e9e73c0170f09e709573127c4ab02e57b868178', '0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'crazydefenseheroes'}, {'id': 'zeroex'}, {'id': 'uniswap_v2'}]",Flashloan detected,ethereum
"['0x77777feddddffc19ff86db637967013e6c6a116c', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x869981574213fe29d86d4ba74b7ff43e184e70af', '0xb270176ba6075196df88b855c3ec7776871fdb33', '0x0c722a487876989af8a05fffb6e32e45cc23fb3a']","[{'id': 'tornado_cash'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}, {'id': 'sushi'}]",Flashloan detected,ethereum
"['0x27a0c7e1d6051c334d1e80ef6f521aa38eb0a448', '0x60ca4ec4412a3b319f4bd6366bb836395336b397', '0x1820a4b7618bde71dce8cdc73aab6c95905fad24', '0xccb9c79fd67e8272c6f2d3cad413f1b00a9d5a25', '0x7290367aa694703220516a35e68e3d339ee7d193', '0xdac17f958d2ee523a2206206994597c13d831ec7', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0x1f925e64b23697cf5723b16fc8d7276f20770c86', '0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x1e49768714e438e789047f48fd386686a5707db2']","[{'id': 'coinbase'}, {'id': 'tether'}]",Flashloan detected,ethereum
"['0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb', '0x60ca4ec4412a3b319f4bd6366bb836395336b397', '0x1820a4b7618bde71dce8cdc73aab6c95905fad24', '0x00000000a991c429ee2ec6df19d40fe0c80088b8', '0x77ad3a15b78101883af36ad4a875e17c86ac65d1', '0xc5439474166c2d8a41b9d4e47786bd7030b33ed6', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x7fdeb46b3a0916630f36e886d675602b1007fcbb']","[{'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x4dbe0898bb125a5fa7afd2b7c0c6f54743fdf808', '0x7ae0d42f23c33338de15bfa89c7405c068d9dc0a', '0x00000000a991c429ee2ec6df19d40fe0c80088b8', '0x77ad3a15b78101883af36ad4a875e17c86ac65d1', '0x3f876fc829f45cd35c98f1c68ae2b49fe35db492']","[{'id': 'zeroex'}, {'id': 'uniswap_v2'}]",Flashloan detected,ethereum
"['0x1e49768714e438e789047f48fd386686a5707db2', '0x60ca4ec4412a3b319f4bd6366bb836395336b397', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0xdb5247366afd7712e6dcaffa3e7077423a852f65', '0xdac17f958d2ee523a2206206994597c13d831ec7', '0x97be09f2523b39b835da9ea3857cfa1d3c660cbb', '0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0xf848e97469538830b0b147152524184a255b9106', '0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb', '0x1820a4b7618bde71dce8cdc73aab6c95905fad24']","[{'id': 'tether'}, {'id': 'uniswap_v2'}]",Flashloan detected,ethereum
"['0xdc9525a6e02c8697558a848b883c3e4cff4eec0d', '0x0000000000000000000000000000000000000abe', '0x0ef372b6a2f8bb030760261b858b6c50e92d1680', '0xe0fbc366b704d0fcbcd752bfdded8382e93700b9', '0x688c3e4658b5367da06fd629e41879beab538e37', '0xc90b47731f9cd4db0df36c1e59fdca1fe9806475', '0x11e3f6c1c5b751f2bf2cabc7d48e6a5af9119f43', '0xc3e19d761ea422f23603b41a83049a14974704b8', '0x0000a26b00c1f0df003000390027140000faa719', '0x004c00500000ad104d7dbd00e3ae0a5c00560c00', '0xaddc3e67a500f7037cd622b11df291a6351bfb64', '0xfd8a76dc204e461db5da4f38687adc9cc5ae4a86', '0x7d00efcf5788fe855f72bcf6910ffa660b9a83bc', '0x7e9e4c0876b2102f33a1d82117cc73b7fddd0032', '0x9eeaecbe2884aa7e82f450e3fc174f30fc2a8de3', '0x0000000000000000000000000000000000000000', '0x00000000006c3852cbef3e08e8df289169ede581', '0xd9db270c1b5e3bd161e8c8503c55ceabee709552', '0xadf9234bc5d54165021948c5337d895470510035', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xe7db74f559fd9e0be11a5f667c66616540878d5c', '0xf284865c21a71f8efa837c9314d71e0eaae63c30', '0x3e135c3e981fae3383a5ae0d323860a34cfab893', '0x8dceab1d2aa148b5bee81b71b774870290c3753b', '0xbe86f647b167567525ccaafcd6f881f1ee558216', '0x612447e8d0bdb922059ce048bb5a7cef9e017812', '0x19719e2aa3a47cb0080d7ba10ac3f9651ccd2a7c', '0x0000000000000000000000000000000000002072', '0xb431c264f66e54af0dcd5c38e06d6435508f3f09', '0x1e0049783f008a0085193e00003d00cd54003c71', '0x0000000000000000000000000000000000001864']","[{'id': 'nftx_v2'}, {'id': 'zeroex'}, {'id': 'nftx_v2'}]",Flashloan detected,ethereum
"['0xb9ef770b6a5e12e45983c5d80545258aa38f3b78', '0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c', '0x52ae12abe5d8bd778bd5397f99ca900624cfadd4', '0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27', '0x5a29f970788f3494f6350207fc91dad0d6e8c184', '0x43be7b715c6b39eadd18cf14ce493878321673bc', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x2f9ec37d6ccfff1cab21733bdadede11c823ccb0', '0x2339d36bce71c97772e54c76ff6b4c74c9dd8f86', '0x0d438f3b5175bebc262bf23753c1e53d03432bde', '0x75ab5e15129bbbecb5c5fdb71d1ff7d5da97d56c', '0xc9c736bab11d24528c3543b14e610e5c6a30d921', '0x22615044bb10521828845a06ec2176800a3c4b5e', '0xa6890ac41e3a99a427bef68398bf06119fb5e211']","[{'id': 'bancornetwork'}, {'id': 'uniswap_v2'}, {'id': 'bancor'}, {'id': 'wnxm'}, {'id': 'bancor'}, {'id': 'bancor'}, {'id': 'bancor'}, {'id': 'bancornetwork'}, {'id': 'bancor'}, {'id': 'zeroex'}, {'id': 'uniswap_v2'}]",Flashloan detected,ethereum
